Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Sales Agent ID,Country/Region,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Cost%
460,CA-109638-460,12/15/2018,12/22/2018,Standard Class,JH-15985,Joseph Holt,46,United States,Seattle,Washington,98115,West,OFF-AP-10002472,Office Supplies,Appliances,3M Office Air Cleaner,103.92,4,0.1
461,CA-109638-461,12/15/2018,12/22/2018,Standard Class,JH-15985,Joseph Holt,46,United States,Seattle,Washington,98115,West,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,899.91,9,0.1
462,CA-109638-462,12/15/2018,12/22/2018,Standard Class,JH-15985,Joseph Holt,46,United States,Seattle,Washington,98115,West,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312,3,0.2
463,CA-109869-463,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,2,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2
464,CA-109869-464,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,2,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5
465,CA-109869-465,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,2,United States,Phoenix,Arizona,85023,West,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,28.485,5,0.7
466,CA-109869-466,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,2,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2,0.2
467,CA-109869-467,4/22/2019,4/29/2019,Standard Class,TN-21040,Tanja Norvell,2,United States,Phoenix,Arizona,85023,West,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",78.272,2,0.2
468,US-101399-468,1/17/2018,1/24/2018,Standard Class,JS-15940,Joni Sundaresam,12,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.744,7,0.6
469,CA-154907-469,3/31/2020,4/4/2020,Standard Class,DS-13180,David Smith,42,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.3328,2,0.32
470,US-100419-470,12/16/2019,12/20/2019,Second Class,CC-12670,Craig Carreira,12,United States,Chicago,Illinois,60610,Central,OFF-BI-10002194,Office Supplies,Binders,Cardinal Hold-It CD Pocket,4.788,3,0.8
471,CA-154144-471,12/20/2018,12/24/2018,Standard Class,MH-17785,Maya Herman,31,United States,Lindenhurst,New York,11757,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",55.48,1,0.1
472,CA-144666-472,11/9/2017,11/11/2017,Second Class,JP-15520,Jeremy Pistek,4,United States,San Francisco,California,94110,West,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,340.92,3,0.1
473,CA-144666-473,11/9/2017,11/11/2017,Second Class,JP-15520,Jeremy Pistek,4,United States,San Francisco,California,94110,West,FUR-BO-10001601,Furniture,Bookcases,"Sauder Mission Library with Doors, Fruitwood Finish",222.666,2,0.15
474,CA-144666-474,11/9/2017,11/11/2017,Second Class,JP-15520,Jeremy Pistek,4,United States,San Francisco,California,94110,West,TEC-PH-10002680,Technology,Phones,Samsung Galaxy Note 3,703.968,4,0.2
475,CA-144666-475,11/9/2017,11/11/2017,Second Class,JP-15520,Jeremy Pistek,4,United States,San Francisco,California,94110,West,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",92.52,6,0.1
476,CA-144666-476,11/9/2017,11/11/2017,Second Class,JP-15520,Jeremy Pistek,4,United States,San Francisco,California,94110,West,OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",62.65,7,0.1
477,CA-144666-477,11/9/2017,11/11/2017,Second Class,JP-15520,Jeremy Pistek,4,United States,San Francisco,California,94110,West,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,94.85,5,0.1
478,CA-103891-478,7/12/2019,7/19/2019,Standard Class,KH-16690,Kristen Hastings,4,United States,Los Angeles,California,90008,West,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,95.76,6,0.2
479,CA-152632-479,10/27/2019,11/2/2019,Standard Class,JE-15475,Jeremy Ellison,31,United States,Troy,New York,12180,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0.1
480,CA-100790-480,6/26/2019,7/2/2019,Standard Class,JG-15805,John Grady,31,United States,New York City,New York,10024,East,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,14.7,5,0.1
481,CA-100790-481,6/26/2019,7/2/2019,Standard Class,JG-15805,John Grady,31,United States,New York City,New York,10024,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",704.25,5,0.1
482,CA-134677-482,10/6/2017,10/10/2017,Standard Class,XP-21865,Xylona Preis,4,United States,San Diego,California,92024,West,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,9.09,3,0.1
483,CA-127691-483,7/22/2017,7/27/2017,Standard Class,EM-14065,Erin Mull,31,United States,New York City,New York,10024,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",5.96,2,0.1
484,CA-127691-484,7/22/2017,7/27/2017,Standard Class,EM-14065,Erin Mull,31,United States,New York City,New York,10024,East,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,159.98,2,0.1
488,CA-154627-488,10/29/2017,10/31/2017,First Class,SA-20830,Sue Ann Reed,12,United States,Chicago,Illinois,60610,Central,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,2735.952,6,0.2
489,CA-133753-489,6/9/2017,6/13/2017,Second Class,CW-11905,Carl Weiss,42,United States,Huntsville,Texas,77340,Central,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,7.992,1,0.2
490,CA-133753-490,6/9/2017,6/13/2017,Second Class,CW-11905,Carl Weiss,42,United States,Huntsville,Texas,77340,Central,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,63.984,2,0.2
491,CA-133753-491,6/9/2017,6/13/2017,Second Class,CW-11905,Carl Weiss,42,United States,Huntsville,Texas,77340,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2,0.2
492,CA-113362-492,9/14/2017,9/19/2017,Standard Class,AJ-10960,Astrea Jones,31,United States,Rochester,New York,14609,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,449.15,5,0.1
493,CA-113362-493,9/14/2017,9/19/2017,Standard Class,AJ-10960,Astrea Jones,31,United States,Rochester,New York,14609,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,11.07,3,0.1
494,CA-169166-494,5/9/2019,5/14/2019,Standard Class,SS-20590,Sonia Sunley,46,United States,Seattle,Washington,98115,West,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,0.1
495,US-120929-495,3/18/2019,3/21/2019,Second Class,RO-19780,Rose O'Brian,41,United States,Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.882,3,0.4
496,CA-134782-496,12/27/2018,12/31/2018,Standard Class,MD-17350,Maribeth Dona,3,United States,Fayetteville,Arkansas,72701,South,OFF-EN-10001434,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",105.42,2,0.1
497,CA-126158-497,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,4,United States,Costa Mesa,California,92627,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,119.616,8,0.2
498,CA-126158-498,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,4,United States,Costa Mesa,California,92627,West,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",255.76,4,0.1
499,CA-126158-499,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,4,United States,Costa Mesa,California,92627,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2
500,CA-126158-500,7/25/2019,7/31/2019,Standard Class,SC-20095,Sanjit Chand,4,United States,Costa Mesa,California,92627,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0.1
501,US-105578-501,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,5,United States,Parker,Colorado,80134,West,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,0.7
502,US-105578-502,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,5,United States,Parker,Colorado,80134,West,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.952,2,0.7
503,US-105578-503,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,5,United States,Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2
504,US-105578-504,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,5,United States,Parker,Colorado,80134,West,OFF-BI-10000831,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.376,3,0.7
505,US-105578-505,5/30/2019,6/4/2019,Standard Class,MY-17380,Maribeth Yedwab,5,United States,Parker,Colorado,80134,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.792,1,0.2
507,CA-145352-507,3/16/2018,3/22/2018,Standard Class,CM-12385,Christopher Martinez,10,United States,Atlanta,Georgia,30318,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,2.74,1,0.1
508,CA-145352-508,3/16/2018,3/22/2018,Standard Class,CM-12385,Christopher Martinez,10,United States,Atlanta,Georgia,30318,South,OFF-AR-10003856,Office Supplies,Art,Newell 344,8.34,3,0.1
509,CA-145352-509,3/16/2018,3/22/2018,Standard Class,CM-12385,Christopher Martinez,10,United States,Atlanta,Georgia,30318,South,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,46.74,3,0.1
510,CA-145352-510,3/16/2018,3/22/2018,Standard Class,CM-12385,Christopher Martinez,10,United States,Atlanta,Georgia,30318,South,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,6354.95,5,0.1
513,CA-106341-513,10/20/2019,10/23/2019,First Class,LF-17185,Luke Foster,34,United States,Newark,Ohio,43055,East,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7.152,3,0.2
516,CA-127432-516,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,25,United States,Great Falls,Montana,59405,West,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,2999.95,5,0.1
517,CA-127432-517,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,25,United States,Great Falls,Montana,59405,West,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,3,0.1
518,CA-127432-518,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,25,United States,Great Falls,Montana,59405,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),11.96,2,0.1
519,CA-127432-519,1/22/2020,1/27/2020,Standard Class,AD-10180,Alan Dominguez,25,United States,Great Falls,Montana,59405,West,OFF-ST-10004459,Office Supplies,Storage,Tennsco Single-Tier Lockers,1126.02,3,0.1
520,CA-157812-520,3/22/2018,3/26/2018,Standard Class,DB-13210,Dean Braden,42,United States,Houston,Texas,77041,Central,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",18.392,1,0.2
521,CA-157812-521,3/22/2018,3/26/2018,Standard Class,DB-13210,Dean Braden,42,United States,Houston,Texas,77041,Central,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,129.568,2,0.2
522,CA-157812-522,3/22/2018,3/26/2018,Standard Class,DB-13210,Dean Braden,42,United States,Houston,Texas,77041,Central,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,14.112,9,0.8
523,CA-145142-523,1/23/2020,1/25/2020,First Class,MC-17605,Matt Connell,21,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0.1
524,US-139486-524,5/21/2019,5/23/2019,First Class,LH-17155,Logan Haushalter,4,United States,Los Angeles,California,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.176,3,0.2
525,US-139486-525,5/21/2019,5/23/2019,First Class,LH-17155,Logan Haushalter,4,United States,Los Angeles,California,90032,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,66.26,2,0.1
526,CA-158792-526,12/26/2018,1/2/2019,Standard Class,BD-11605,Brian Dahlen,20,United States,Lawrence,Massachusetts,1841,East,OFF-FA-10002815,Office Supplies,Fasteners,Staples,22.2,5,0.1
529,US-138303-529,9/3/2018,9/7/2018,Standard Class,MG-18145,Mike Gockenbach,37,United States,Philadelphia,Pennsylvania,19134,East,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,36.336,3,0.2
530,US-138303-530,9/3/2018,9/7/2018,Standard Class,MG-18145,Mike Gockenbach,37,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,666.248,1,0.2
531,US-138303-531,9/3/2018,9/7/2018,Standard Class,MG-18145,Mike Gockenbach,37,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",52.512,6,0.2
532,CA-102848-532,11/7/2018,11/9/2018,Second Class,KB-16240,Karen Bern,4,United States,Los Angeles,California,90036,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2
534,CA-168753-534,5/29/2019,6/1/2019,Second Class,RL-19615,Rob Lucas,#VALUE!,United States,Montgomery,Alabama,36116,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,5,0.1
535,CA-168753-535,5/29/2019,6/1/2019,Second Class,RL-19615,Rob Lucas,#VALUE!,United States,Montgomery,Alabama,36116,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5,0.1
536,CA-126613-536,7/10/2019,7/16/2019,Standard Class,AA-10375,Allen Armold,2,United States,Mesa,Arizona,85204,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,2,0.2
538,CA-147851-538,12/3/2018,12/8/2018,Standard Class,MP-17470,Mark Packer,31,United States,New York City,New York,10009,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,4,0.2
539,CA-134894-539,12/7/2018,12/11/2018,Standard Class,DK-12985,Darren Koutras,16,United States,Henderson,Kentucky,42420,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,3,0.1
540,CA-134894-540,12/7/2018,12/11/2018,Standard Class,DK-12985,Darren Koutras,16,United States,Henderson,Kentucky,42420,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,4,0.1
541,CA-140795-541,2/1/2017,2/3/2017,First Class,BD-11500,Bradley Drucker,48,United States,Green Bay,Wisconsin,54302,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,6,0.1
542,CA-136924-542,7/14/2019,7/17/2019,First Class,ES-14080,Erin Smith,2,United States,Tucson,Arizona,85705,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,8,0.2
543,US-120161-543,12/18/2018,12/23/2018,Standard Class,LM-17065,Liz MacKendrick,34,United States,Springfield,Ohio,45503,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,9,0.2
544,CA-103849-544,5/11/2017,5/16/2017,Standard Class,PG-18895,Paul Gonzalez,42,United States,Fort Worth,Texas,76106,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,0.2
545,CA-103849-545,5/11/2017,5/16/2017,Standard Class,PG-18895,Paul Gonzalez,42,United States,Fort Worth,Texas,76106,Central,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,1,0.2
546,CA-103849-546,5/11/2017,5/16/2017,Standard Class,PG-18895,Paul Gonzalez,42,United States,Fort Worth,Texas,76106,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,4,0.6
549,CA-113173-549,11/15/2018,11/17/2018,Second Class,DK-13225,Dean Katz,12,United States,Chicago,Illinois,60653,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.272,9,0.2
550,CA-113173-550,11/15/2018,11/17/2018,Second Class,DK-13225,Dean Katz,12,United States,Chicago,Illinois,60653,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,3,0.8
551,CA-113173-551,11/15/2018,11/17/2018,Second Class,DK-13225,Dean Katz,12,United States,Chicago,Illinois,60653,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,5,0.2
552,CA-136406-552,4/15/2019,4/17/2019,Second Class,BD-11320,Bill Donatelli,4,United States,San Francisco,California,94110,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,2,0.2
556,CA-155852-556,3/3/2017,3/7/2017,Second Class,AJ-10945,Ashley Jarboe,32,United States,Wilmington,North Carolina,28403,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,4,0.2
557,CA-113243-557,6/10/2019,6/15/2019,Standard Class,OT-18730,Olvera Toch,4,United States,Los Angeles,California,90045,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,2,0.1
558,CA-113243-558,6/10/2019,6/15/2019,Standard Class,OT-18730,Olvera Toch,4,United States,Los Angeles,California,90045,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2
559,CA-113243-559,6/10/2019,6/15/2019,Standard Class,OT-18730,Olvera Toch,4,United States,Los Angeles,California,90045,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,5,0.1
562,CA-145576-562,9/14/2017,9/18/2017,Second Class,CA-12775,Cynthia Arntzen,9,United States,Tampa,Florida,33614,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13,5,0.2
563,CA-145576-563,9/14/2017,9/18/2017,Second Class,CA-12775,Cynthia Arntzen,9,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,3,0.2
564,CA-130736-564,12/7/2018,12/9/2018,First Class,JF-15490,Jeremy Farry,46,United States,Seattle,Washington,98105,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,2,0.1
565,CA-130736-565,12/7/2018,12/9/2018,First Class,JF-15490,Jeremy Farry,46,United States,Seattle,Washington,98105,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,1,0.1
575,CA-127250-575,11/3/2019,11/7/2019,Standard Class,SF-20200,Sarah Foster,46,United States,Marysville,Washington,98270,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,3,0.1
576,CA-149713-576,9/18/2018,9/22/2018,Second Class,TG-21640,Trudy Glocke,4,United States,Long Beach,California,90805,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,14,0.1
577,CA-149713-577,9/18/2018,9/22/2018,Second Class,TG-21640,Trudy Glocke,4,United States,Long Beach,California,90805,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,4,0.1
578,CA-149713-578,9/18/2018,9/22/2018,Second Class,TG-21640,Trudy Glocke,4,United States,Long Beach,California,90805,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,2,0.1
581,CA-132906-581,9/10/2018,9/14/2018,Standard Class,CC-12145,Charles Crestani,4,United States,Los Angeles,California,90004,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,4,0.1
587,CA-128139-587,7/3/2018,7/9/2018,Standard Class,BD-11725,Bruce Degenhardt,16,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0.1
588,CA-128139-588,7/3/2018,7/9/2018,Standard Class,BD-11725,Bruce Degenhardt,16,United States,Richmond,Kentucky,40475,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,3,0.1
589,US-156986-589,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,36,United States,Salem,Oregon,97301,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,2,0.2
590,US-156986-590,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,36,United States,Salem,Oregon,97301,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,4,0.2
591,US-156986-591,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,36,United States,Salem,Oregon,97301,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,3,0.7
592,US-156986-592,3/20/2019,3/24/2019,Standard Class,ZC-21910,Zuschuss Carroll,36,United States,Salem,Oregon,97301,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,2,0.2
593,CA-135405-593,1/9/2017,1/13/2017,Standard Class,MS-17830,Melanie Seite,42,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,2,0.2
594,CA-135405-594,1/9/2017,1/13/2017,Standard Class,MS-17830,Melanie Seite,42,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,3,0.2
595,CA-131450-595,8/8/2017,8/15/2017,Standard Class,LR-16915,Lena Radford,4,United States,San Diego,California,92024,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,2,0.1
596,CA-131450-596,8/8/2017,8/15/2017,Standard Class,LR-16915,Lena Radford,4,United States,San Diego,California,92024,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,3,0.2
597,CA-131450-597,8/8/2017,8/15/2017,Standard Class,LR-16915,Lena Radford,4,United States,San Diego,California,92024,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,5,0.2
598,CA-131450-598,8/8/2017,8/15/2017,Standard Class,LR-16915,Lena Radford,4,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0.1
599,CA-120180-599,7/14/2019,7/16/2019,First Class,TP-21130,Theone Pippenger,37,United States,Philadelphia,Pennsylvania,19134,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,2,0.2
600,US-100720-600,7/16/2019,7/21/2019,Standard Class,CK-12205,Chloris Kastensmidt,37,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,3,0.4
601,US-100720-601,7/16/2019,7/21/2019,Standard Class,CK-12205,Chloris Kastensmidt,37,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,4,0.4
602,US-100720-602,7/16/2019,7/21/2019,Standard Class,CK-12205,Chloris Kastensmidt,37,United States,Philadelphia,Pennsylvania,19120,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2
603,CA-149958-603,3/15/2017,3/19/2017,Standard Class,AS-10240,Alan Shonely,9,United States,Tampa,Florida,33614,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,1,0.2
604,CA-149958-604,3/15/2017,3/19/2017,Standard Class,AS-10240,Alan Shonely,9,United States,Tampa,Florida,33614,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,3,0.2
605,CA-149958-605,3/15/2017,3/19/2017,Standard Class,AS-10240,Alan Shonely,9,United States,Tampa,Florida,33614,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,3,0.7
606,CA-149958-606,3/15/2017,3/19/2017,Standard Class,AS-10240,Alan Shonely,9,United States,Tampa,Florida,33614,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,4,0.7
607,CA-149958-607,3/15/2017,3/19/2017,Standard Class,AS-10240,Alan Shonely,9,United States,Tampa,Florida,33614,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,3,0.2
608,US-105767-608,5/23/2017,5/27/2017,Standard Class,AR-10510,Andrew Roberts,37,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,2,0.7
609,US-105767-609,5/23/2017,5/27/2017,Standard Class,AR-10510,Andrew Roberts,37,United States,Philadelphia,Pennsylvania,19134,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,9,0.2
610,US-105767-610,5/23/2017,5/27/2017,Standard Class,AR-10510,Andrew Roberts,37,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,2,0.4
611,CA-161816-611,4/28/2019,5/1/2019,First Class,NB-18655,Nona Balk,42,United States,Dallas,Texas,75217,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,3,0.2
612,CA-161816-612,4/28/2019,5/1/2019,First Class,NB-18655,Nona Balk,42,United States,Dallas,Texas,75217,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,4,0.2
613,CA-121223-613,9/11/2019,9/13/2019,Second Class,GD-14590,Giulietta Dortch,37,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,2,0.2
